YEAR,BALLOT,ID,PARTYID,OTHER_PARTY,PRES68_DEMREP,PRES68_NONCONFORM,PRES72_DEMREP,PRES72_NONCONFORM,PRES76_DEMREP,PRES76_NONCONFORM,PRES80_DEMREP,PRES80_NONCONFORM,PRES84_DEMREP,PRES84_NONCONFORM,PRES88_DEMREP,PRES88_NONCONFORM,PRES92_DEMREP,PRES92_NONCONFORM,PRES96_DEMREP,PRES96_NONCONFORM,PRES00_DEMREP,PRES00_NONCONFORM,PRES04_DEMREP,PRES04_NONCONFORM,PRES08_DEMREP,PRES08_NONCONFORM,PRES12_DEMREP,PRES12_NONCONFORM,PRES16_DEMREP,PRES16_NONCONFORM,PRES20_DEMREP,PRES20_NONCONFORM,POLVIEWS,NATSPAC,NATENVIR,NATHEAL,NATCITY,NATCRIME,NATDRUG,NATEDUC,NATRACE,NATARMS,NATAID,NATFARE,NATROAD,NATSOC,NATMASS,NATPARK,NATCHLD,NATSCI,NATENRGY,EQWLTH,SPKATH,SPKRAC,SPKCOM,SPKMIL,SPKHOMO,SPKMSLM,COLATH,COLRAC,COLCOM,COLMIL,COLHOMO,COLMSLM,LIBATH,LIBRAC,LIBCOM,LIBMIL,LIBHOMO,LIBMSLM,CAPPUN,GUNLAW,COURTS,GRASS,RELIG_PROT,RELIG_CATHOLIC,RELIG_JEWISH,RELIG_NONE,RELIG_OTHER,RELIG_BUDDHISM,RELIG_HINDUISM,RELIG_OTHER_EASTERN,RELIG_MUSLIM_ISLAM,RELIG_ORTHODOX_CHRISTIAN,RELIG_CHRISTIAN,RELIG_NATIVE_AMERICAN,RELIG_INTER_NONDENOMINATIONAL,ATTEND,RELITEN,POSTLIFE,PRAYER,RACOPEN,AFFRMACT,WRKWAYUP,HELPFUL,FAIR,TRUST,CONFINAN,CONBUS,CONCLERG,CONEDUC,CONFED,CONLABOR,CONPRESS,CONMEDIC,CONTV,CONJUDGE,CONSCI,CONLEGIS,CONARMY,OBEY,POPULAR,THNKSELF,WORKHARD,HELPOTH,GETAHEAD,FEPOL,ABDEFECT,ABNOMORE,ABHLTH,ABPOOR,ABRAPE,ABSINGLE,ABANY,SEXEDUC,DIVLAW,PREMARSX,TEENSEX,XMARSEX,HOMOSEX,PORNLAW,SPANKING,LETDIE1,SUICIDE1,SUICIDE2,POLHITOK,POLABUSE,POLMURDR,POLESCAP,POLATTAK,NEWS,TVHOURS,FECHLD,FEPRESCH,FEFAM,RACDIF1,RACDIF2,RACDIF3,RACDIF4,HELPPOOR,HELPNOT,HELPBLK,MARHOMO,VOTELAST,PRESLAST_NONCONFORM,PRESLAST_DEMREP
1972.0,,1.0,0.95350278983261,0.9962802231866088,0.5623062616243025,0.6255424674519529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977061376317421,0.0,0.9646621202727836,0.0,0.0,0.0,0.95350278983261,0.0,0.9280843149411035,0.0,0.0,0.0,0.9621822690638562,0.0,0.9497830130192189,0.0,0.0,0.0,0.0,0.9683818970861748,0.8902665840049597,0.0,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9969001859888407,0.9919404835709857,0.0,0.0,0.0,0.0,0.0,0.0,0.9851208927464352,0.9869807811531308,0.9900805951642901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460632362058277,0.9473031618102914,0.9541227526348419,0.9342839429634222,0.9373837569745815,0.9311841289522629,0.0,0.0,0.0,0.9528828270303782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987600743955363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845009299442034,0.6255424674519529,0.5623062616243025
1973.0,,1.0,0.9514627659574468,0.992686170212766,0.5086436170212766,0.5977393617021277,0.6628989361702128,0.6748670212765957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521276595744681,0.9394946808510638,0.9607712765957447,0.8769946808510638,0.9341755319148937,0.930186170212766,0.9534574468085106,0.9321808510638298,0.9355053191489362,0.944813829787234,0.9521276595744681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992686170212766,0.0,0.976063829787234,0.0,0.9607712765957447,0.0,0.9654255319148937,0.0,0.9361702127659575,0.0,0.9561170212765957,0.0,0.9780585106382979,0.0,0.9727393617021277,0.0,0.9727393617021277,0.0,0.0,0.9773936170212766,0.901595744680851,0.9780585106382979,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.9940159574468085,0.0,0.9089095744680851,0.0,0.8617021276595744,0.0,0.0,0.995345744680851,0.9940159574468085,0.9966755319148937,0.0,0.9308510638297872,0.9587765957446809,0.9800531914893617,0.9767287234042553,0.9527925531914894,0.9820478723404256,0.9853723404255319,0.9840425531914894,0.9621010638297872,0.8996010638297872,0.9694148936170213,0.96875,0.0,0.0,0.0,0.0,0.0,0.9827127659574468,0.0,0.973404255319149,0.9660904255319149,0.9813829787234043,0.9680851063829787,0.9647606382978723,0.964095744680851,0.0,0.0,0.0,0.0,0.0,0.9913563829787234,0.942154255319149,0.9767287234042553,0.0,0.0,0.0,0.0,0.9767287234042553,0.7353723404255319,0.7360372340425532,0.7327127659574468,0.7440159574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980053191489362,0.7539893617021277,0.723404255319149
1974.0,,1.0,0.944743935309973,0.9845013477088949,0.0,0.0,0.6327493261455526,0.6583557951482479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9501347708894878,0.9615902964959568,0.9285714285714286,0.9609164420485176,0.8477088948787062,0.9467654986522911,0.9407008086253369,0.9555256064690026,0.9292452830188679,0.9299191374663073,0.9582210242587601,0.9582210242587601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851752021563343,0.0,0.9696765498652291,0.0,0.954177897574124,0.0,0.9629380053908356,0.0,0.9359838274932615,0.0,0.9460916442048517,0.0,0.9737196765498652,0.0,0.9615902964959568,0.0,0.9575471698113207,0.0,0.9460916442048517,0.9831536388140162,0.46765498652291104,0.0,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9993261455525606,0.9979784366576819,0.9871967654986523,0.0,0.4898921832884097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9636118598382749,0.977088948787062,0.9838274932614556,0.977088948787062,0.9703504043126685,0.9858490566037735,0.9838274932614556,0.9865229110512129,0.9535040431266847,0.8921832884097035,0.967654986522911,0.9730458221024259,0.0,0.0,0.0,0.0,0.0,0.9784366576819407,0.47035040431266845,0.9703504043126685,0.9508086253369272,0.9784366576819407,0.9548517520215634,0.9568733153638814,0.9568733153638814,0.0,0.9582210242587601,0.9460916442048517,0.9629380053908356,0.0,0.9838274932614556,0.9171159029649596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905660377358491,0.6583557951482479,0.6327493261455526
1975.0,,1.0,0.9885906040268456,0.9966442953020134,0.0,0.0,0.6006711409395973,0.6194630872483221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375838926174497,0.9563758389261745,0.938255033557047,0.9563758389261745,0.8328859060402685,0.9395973154362416,0.9194630872483222,0.9530201342281879,0.9208053691275168,0.9308724832214765,0.9503355704697987,0.9429530201342282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281879194630872,0.9731543624161074,0.925503355704698,0.9489932885906041,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9986577181208054,0.9979865771812081,0.987248322147651,0.9,0.9691275167785235,0.8751677852348994,0.0,0.0,0.9932885906040269,0.9906040268456375,0.9919463087248322,0.9691275167785235,0.9402684563758389,0.9328859060402684,0.9812080536912752,0.9731543624161074,0.9348993288590604,0.9677852348993289,0.9832214765100671,0.9738255033557047,0.9536912751677852,0.8912751677852349,0.9691275167785235,0.9516778523489933,0.0,0.0,0.0,0.0,0.0,0.0,0.9590604026845637,0.9651006711409396,0.9570469798657718,0.9724832214765101,0.9503355704697987,0.9543624161073826,0.9489932885906041,0.0,0.961744966442953,0.9516778523489933,0.9577181208053691,0.0,0.0,0.0,0.987248322147651,0.0,0.0,0.0,0.0,0.9550335570469799,0.7395973154362416,0.748993288590604,0.7389261744966443,0.7604026845637584,0.9986577181208054,0.9953020134228188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9718120805369127,0.9281879194630872,0.9718120805369127,0.0,0.9798657718120806,0.6194630872483221,0.6006711409395973
1976.0,,1.0,0.9946631087391594,0.9973315543695798,0.0,0.0,0.5923949299533022,0.6137424949966644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9346230820547031,0.9733155436957972,0.9506337558372249,0.9613075383589059,0.8792528352234823,0.9426284189459639,0.9272848565710473,0.9666444296197465,0.9286190793862575,0.9306204136090727,0.9593062041360907,0.9533022014676451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893262174783188,0.9786524349566378,0.9766511007338226,0.9799866577718479,0.9666444296197465,0.0,0.9779853235490327,0.961974649766511,0.9492995330220146,0.9599733155436958,0.9659773182121414,0.0,0.9746497665110073,0.9586390927284857,0.9599733155436958,0.9613075383589059,0.9633088725817212,0.0,0.9513008672448299,0.9819879919946631,0.9372915276851234,0.9653102068045364,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9986657771847899,0.9953302201467645,0.9793195463642428,0.9152768512341561,0.0,0.8979319546364243,0.0,0.0,0.9959973315543695,0.9946631087391594,0.9973315543695798,0.971314209472982,0.9446297531687792,0.9319546364242829,0.9733155436957972,0.9666444296197465,0.9179452968645764,0.9759839893262174,0.9819879919946631,0.9766511007338226,0.9386257505003336,0.8765843895930621,0.970647098065377,0.933288859239493,0.0,0.0,0.0,0.0,0.0,0.9906604402935291,0.0,0.9719813208805871,0.9653102068045364,0.9766511007338226,0.9566377585056705,0.9606404269513009,0.9593062041360907,0.0,0.0,0.9446297531687792,0.0,0.0,0.9839893262174784,0.9513008672448299,0.9773182121414277,0.0,0.0,0.0,0.0,0.9593062041360907,0.9693128752501667,0.9773182121414277,0.9566377585056705,0.9906604402935291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9853235490326885,0.6137424949966644,0.5923949299533022
1977.0,,1.0,0.9888888888888889,0.9921568627450981,0.0,0.0,0.5679738562091503,0.5771241830065359,0.6228758169934641,0.6287581699346405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949673202614379,0.9411764705882353,0.9241830065359478,0.9503267973856209,0.8568627450980392,0.9352941176470588,0.9215686274509803,0.9601307189542484,0.9163398692810457,0.9176470588235294,0.9287581699346406,0.9470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921568627450981,0.9790849673202614,0.9764705882352941,0.9810457516339869,0.9620915032679739,0.0,0.9784313725490196,0.9718954248366013,0.954248366013072,0.9718954248366013,0.9555555555555556,0.0,0.9790849673202614,0.969281045751634,0.9699346405228758,0.9705882352941176,0.9640522875816994,0.0,0.9300653594771242,0.9797385620915032,0.9431372549019608,0.0,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9954248366013072,0.9941176470588236,0.9803921568627451,0.0,0.9751633986928104,0.0,0.0,0.0,0.0,0.0,0.0,0.9797385620915032,0.9575163398692811,0.9640522875816994,0.9882352941176471,0.965359477124183,0.9575163398692811,0.9758169934640523,0.9862745098039216,0.9816993464052287,0.954248366013072,0.9169934640522875,0.9666666666666667,0.9660130718954248,0.0,0.0,0.0,0.0,0.0,0.9908496732026144,0.9503267973856209,0.9718954248366013,0.9555555555555556,0.9725490196078431,0.9660130718954248,0.9601307189542484,0.9535947712418301,0.9666666666666667,0.9751633986928104,0.9483660130718954,0.9679738562091503,0.0,0.9869281045751634,0.949673202614379,0.0,0.0,0.949673202614379,0.9640522875816994,0.984313725490196,0.0,0.0,0.0,0.0,0.0,0.9980392156862745,0.9967320261437909,0.9836601307189542,0.9790849673202614,0.9823529411764705,0.8411764705882353,0.8372549019607843,0.8483660130718954,0.8300653594771242,0.0,0.0,0.0,0.0,0.9954248366013072,0.7084967320261438,0.7045751633986929
1978.0,,1.0,0.9902088772845953,0.9967362924281984,0.0,0.0,0.0,0.0,0.6037859007832899,0.6135770234986945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9366840731070496,0.9373368146214099,0.9451697127937336,0.9601827676240209,0.8707571801566579,0.9530026109660574,0.9477806788511749,0.9608355091383812,0.924934725848564,0.9223237597911227,0.9425587467362925,0.9614882506527415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48759791122715407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9419060052219321,0.0,0.9451697127937336,0.9556135770234987,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.9967362924281984,0.9895561357702349,0.9099216710182768,0.0,0.9784595300261096,0.0,0.0,0.9941253263707572,0.9889033942558747,0.9973890339425587,0.9836814621409922,0.9536553524804178,0.95822454308094,0.9836814621409922,0.9654046997389034,0.9464751958224543,0.9797650130548303,0.9889033942558747,0.9778067885117493,0.9516971279373369,0.914490861618799,0.9654046997389034,0.9608355091383812,0.0,0.0,0.0,0.0,0.0,0.0,0.95822454308094,0.9771540469973891,0.9680156657963447,0.9738903394255874,0.9588772845953003,0.966710182767624,0.9614882506527415,0.9686684073107049,0.0,0.943864229765013,0.9751958224543081,0.0,0.0,0.0,0.9889033942558747,0.0,0.9601827676240209,0.9680156657963447,0.9928198433420365,0.9627937336814621,0.9784595300261096,0.9660574412532638,0.9634464751958225,0.9889033942558747,0.9973890339425587,0.9973890339425587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9882506527415144,0.6135770234986945,0.6037859007832899
1980.0,,1.0,0.9918256130790191,0.9979564032697548,0.0,0.0,0.0,0.0,0.5817438692098093,0.587874659400545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973433242506812,0.9155313351498637,0.94141689373297,0.9584468664850136,0.8705722070844687,0.9536784741144414,0.9216621253405994,0.9564032697547684,0.917574931880109,0.9332425068119891,0.9461852861035422,0.9543596730245232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693460490463215,0.9918256130790191,0.970708446866485,0.9741144414168937,0.9782016348773842,0.9686648501362398,0.0,0.9666212534059946,0.9529972752043597,0.9380108991825613,0.9564032697547684,0.9604904632152589,0.0,0.9741144414168937,0.9611716621253406,0.9604904632152589,0.965258855585831,0.9768392370572208,0.0,0.9346049046321526,0.9802452316076294,0.9386920980926431,0.9673024523160763,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9979564032697548,0.9952316076294278,0.9843324250681199,0.8978201634877384,0.0,0.9816076294277929,0.0,0.0,0.9918256130790191,0.9877384196185286,0.9952316076294278,0.9693460490463215,0.944141689373297,0.9598092643051771,0.9782016348773842,0.9645776566757494,0.9407356948228883,0.9700272479564033,0.9843324250681199,0.9822888283378747,0.9407356948228883,0.9005449591280654,0.9591280653950953,0.9577656675749319,0.0,0.0,0.0,0.0,0.0,0.9904632152588556,0.0,0.9666212534059946,0.9584468664850136,0.973433242506812,0.9591280653950953,0.9611716621253406,0.9564032697547684,0.9577656675749319,0.0,0.0,0.0,0.0,0.9836512261580381,0.9516348773841962,0.9782016348773842,0.0,0.0,0.0,0.0,0.9618528610354223,0.9741144414168937,0.9741144414168937,0.9529972752043597,0.9850136239782016,0.0,0.9904632152588556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9829700272479565,0.587874659400545,0.5817438692098093
1982.0,,1.0,0.9881720430107527,0.9951612903225806,0.0,0.0,0.0,0.0,0.5661290322580645,0.5688172043010753,0.5774193548387097,0.6172043010752688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9349462365591398,0.9338709677419355,0.9311827956989247,0.9467741935483871,0.867741935483871,0.9505376344086022,0.9231182795698925,0.9634408602150538,0.9258064516129032,0.9344086021505377,0.9446236559139785,0.9494623655913978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806451612903225,0.9672043010752688,0.9521505376344086,0.9612903225806452,0.95,0.0,0.9586021505376344,0.9526881720430107,0.9150537634408602,0.9365591397849462,0.9446236559139785,0.0,0.9623655913978495,0.9521505376344086,0.9349462365591398,0.9494623655913978,0.9526881720430107,0.0,0.9338709677419355,0.975268817204301,0.4736559139784946,0.0,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9930107526881721,0.9704301075268817,0.0,0.9655913978494624,0.0,0.0,0.0,0.0,0.0,0.0,0.9709677419354839,0.9440860215053763,0.9639784946236559,0.9774193548387097,0.9688172043010753,0.95,0.9704301075268817,0.9844086021505376,0.9795698924731183,0.9586021505376344,0.8946236559139785,0.9720430107526882,0.9704301075268817,0.0,0.0,0.0,0.0,0.0,0.9811827956989247,0.4645161290322581,0.9543010752688172,0.9478494623655914,0.967741935483871,0.9532258064516129,0.9516129032258065,0.9483870967741935,0.946236559139785,0.967741935483871,0.9381720430107527,0.964516129032258,0.0,0.9790322580645161,0.9521505376344086,0.0,0.0,0.9478494623655914,0.9505376344086022,0.9779569892473118,0.0,0.0,0.0,0.0,0.0,0.9967741935483871,0.9967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924731182795699,0.6801075268817204,0.6688172043010753
1983.0,,1.0,0.9881175734834271,0.9962476547842402,0.0,0.0,0.0,0.0,0.0,0.0,0.5953721075672295,0.6422764227642277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4815509693558474,0.9393370856785491,0.9343339587242027,0.957473420888055,0.8586616635397123,0.9512195121951219,0.9424640400250156,0.965603502188868,0.9049405878674172,0.9418386491557224,0.9437148217636022,0.9568480300187617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9524702939337085,0.0,0.9530956848030019,0.9668542839274546,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9974984365228268,0.9843652282676673,0.9224515322076298,0.9599749843652282,0.9737335834896811,0.0,0.0,0.9931207004377736,0.9912445278298937,0.5003126954346466,0.9762351469668543,0.9562226391494684,0.9580988117573483,0.9793621013133208,0.9662288930581614,0.957473420888055,0.9781113195747342,0.9843652282676673,0.9793621013133208,0.959349593495935,0.933083176985616,0.9662288930581614,0.9681050656660413,0.0,0.0,0.0,0.0,0.0,0.0,0.9543464665415885,0.9468417761100688,0.9505941213258287,0.9505941213258287,0.9424640400250156,0.9405878674171357,0.9337085678549093,0.9474671669793621,0.9699812382739212,0.9530956848030019,0.9762351469668543,0.0,0.0,0.0,0.9843652282676673,0.0,0.9530956848030019,0.9568480300187617,0.9806128830519074,0.9606003752345216,0.975609756097561,0.9799874921826142,0.959349593495935,0.9856160100062539,1.0,0.9974984365228268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568480300187617,0.9287054409005628,0.9543464665415885,0.0,0.9893683552220137,0.6422764227642277,0.5953721075672295
